id,"Suit Obsession/Color","Graphics","Scrawls","Phase","Obsession","Specialty","Vibes","Location","Headgear Accessory","Accessory","Totem","Creature/Plant","Suit","Sanity","Headgear","Looks Rare","Ambition","Bane","Mood","Desire","Graphic","Suit Style/Color","Suit Accessory","Backpack","Style"
1125,"Solid","Survivalist Guild","Yes","Phase 1","None","None","None","The Blue","None","The Nozzle","None","None","Vayon Worksuit","None","Korkhead","Pistols","None","None","None","None","None","None","Utility Vest","None","None"
1126,"Solid","Gael","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Pitchfork Prongshell","None","Gloamwight","Percussive","None","None","None","None","None","None","None","The Sink","None"
1127,"Solid","Roving Terror","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Gutter Shirt","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","None","Squirrel Pack","None"
1128,"Rust","Ji","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Platemail","None","Baghead","Pistols","None","None","None","None","None","None","Industrial Regulator","The Sink","None"
1129,"Solid","Carver","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Vayon Worksuit","None","Deathshead","Percussive","None","None","None","None","None","None","Disc Regulator","Squirrel Pack","None"
0113,"Solid","Orbital Miners Guild","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Vayon Worksuit","None","Korkhead","None","None","None","None","None","None","None","Encased Regulator","The Sink","None"
1130,"Cap Flag","Gael","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Smocker","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
1131,"Solid","Union of Merchants","None","Phase 1","None","None","None","Scablands","None","Roulette","None","None","Kreegal Cloak","None","Yawper","None","None","None","None","None","None","None","None","None","None"
1132,"Solid","Slash Patcher","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Kreegal Cloak","None","The Channelrat","None","None","None","None","None","None","None","Disc Regulator","Squirrel Pack","None"
1133,"Solid","Gael","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Vayon Worksuit","None","Sock x Charybdis","Gastrotech","None","None","None","None","None","None","Disc Regulator","Scrapper","None"
1134,"Cap Flag","Carver","None","Phase 1","None","None","None","Scablands","None","Chainflicker","None","None","Smocker","None","Gloamwight","Percussive","None","None","None","None","None","None","None","Caddypack","None"
1135,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Vayon Worksuit","None","Darksight","Tribal","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
1136,"Solid","Carver","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Kreegal Cloak","None","Deathshead","Percussive","None","None","None","None","None","None","None","Scrapper","None"
1137,"Solid","The Borsch Conservatory of Gastrotechs","None","Phase 1","None","None","None","Scablands","None","Soapy","None","None","Gutter Shirt","None","Muckface","Gastrotech","None","None","None","None","None","None","None","Caddypack","None"
1138,"Solid","Free Fringe","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Kreegal Cloak","None","Astromask","Tribal","None","None","None","None","None","None","Disc Regulator","Bobpack","None"
1139,"Solid","Hyperspec","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Kreegal Cloak","None","Backstab Squeezebox","Pistols","None","None","None","None","None","None","None","Bobpack","None"
0114,"Cap Flag","Grid Gang","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Smocker","None","The Channelrat","Pistols","None","None","None","None","None","None","Heavy Duty Regulator","Bobpack","None"
1140,"Solid","Venonauts","None","Phase 1","None","None","None","Scablands","None","The Straight Smile","None","None","Gutter Shirt","None","Muckface","Gastrotech","None","None","None","None","None","None","Encased Regulator","Squirrel Pack","None"
1141,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Kreegal Cloak","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","None","None","None"
1142,"Solid","The Borsch Conservatory of Gastrotechs","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Vayon Worksuit","None","Baghead","Junkyard-built","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
1143,"Solid","Orbital Miners Guild","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Kreegal Cloak","None","Rustler's Braincage","None","None","None","None","None","None","None","None","None","None"
1144,"Solid","Saddler Racing League","None","Phase 1","None","None","None","Scablands","None","Everdull Snippies","None","None","Gutter Shirt","None","The Clincher","Percussive","None","None","None","None","None","None","None","Scrapper","None"
1145,"Rust","High Tox","None","Phase 1","None","None","None","The Blue","None","Bolt Harp","None","None","Platemail","None","Good King Maude","None","None","None","None","None","None","None","None","Caddypack","None"
1146,"Solid","Engineers Guild","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Kreegal Cloak","None","Good King Maude","Pistols","None","None","None","None","None","None","None","None","None"
1147,"Solid","Longhaulers","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Gutter Shirt","None","The Scaper","Pistols","None","None","None","None","None","None","None","The Sink","None"
1148,"Cap Flag","Subsurface Miners Guild","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Smocker","None","Rustler's Braincage","None","None","None","None","None","None","None","None","None","None"
1149,"Cap Flag","Orbital Miners Guild","None","Phase 1","None","None","None","Scablands","None","The Straight Smile","None","None","Smocker","None","Rustler's Braincage","Melee","None","None","None","None","None","None","None","Squirrel Pack","None"
0115,"Solid","Orbital Miners Guild","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Grounder Pounder","None","Backstab Squeezebox","Pistols","None","None","None","None","None","None","None","Bobpack","None"
1150,"Solid","The Forsaken","None","Phase 1","None","None","None","Scablands","None","Round Foot","None","None","Gutter Shirt","None","Sock x Charybdis","Gastrotech","None","None","None","None","None","None","Encased Regulator","Squirrel Pack","None"
1151,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Grounder Pounder","None","Muckface","Gastrotech","None","None","None","None","None","None","None","None","None"
1152,"Solid","Mark Stay","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Kreegal Cloak","None","Yawper","Junkyard-built","None","None","None","None","None","None","None","Caddypack","None"
1153,"Cap Flag","House of Ourbous","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Smocker","None","Korkhead","None","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
1154,"Solid","Mark Stay","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Fursuit","None","Yawper","Pistols","None","None","None","None","None","None","None","None","None"
1155,"Grasslands","Mercenary","None","Phase 1","None","None","None","Scablands","None","Round Foot","None","None","Smocker","None","Deathshead","Percussive","None","None","None","None","None","None","Encased Regulator","The Sink","None"
1156,"Solid","Cathedral","None","Phase 1","None","None","None","The Blue","None","Bolt Harp","None","None","Pitchfork Prongshell","None","Muckface","Gastrotech","None","None","None","None","None","None","None","None","None"
1157,"Solid","Dugall Freight","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Kreegal Cloak","None","Korkhead","None","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
1158,"Rust","Engineers Guild","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Platemail","None","Good King Maude","Pistols","None","None","None","None","None","None","Amplifier","Bobpack","None"
1159,"Solid","Machinist Social Club","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Pitchfork Prongshell","None","Good King Maude","None","None","None","None","None","None","None","None","None","None"
0116,"Solid","The Pyramid Order","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Kreegal Cloak","None","The Bald Beetle","Gastrotech","None","None","None","None","None","None","Encased Regulator","The Sink","None"
1160,"Cap Flag","Void Drifter","None","Phase 1","None","None","None","Scablands","None","Cove Carver","None","None","Smocker","None","Gloamwight","Percussive","None","None","None","None","None","None","Encased Regulator","The Sink","None"
1161,"Solid","Cathedral","None","Phase 1","None","None","None","Scablands","None","Trunker","None","None","Gutter Shirt","None","Muckface","Gastrotech","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
1162,"Solid","Grid Gang","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Smocker","None","The Clincher","Pistols","None","None","None","None","None","None","None","None","None"
1163,"Solid","Cove Stalkers","None","Phase 1","None","None","None","Scablands","None","Everdull Snippies","None","None","Kreegal Cloak","None","Yawper","None","None","None","None","None","None","None","Disc Regulator","The Sink","None"
1164,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Round Foot","None","None","Vayon Worksuit","None","Rustler's Braincage","None","None","None","None","None","None","None","Disc Regulator","Bobpack","None"
1165,"Solid","The Forsaken","None","Phase 1","None","None","None","Scablands","None","Everdull Snippies","None","None","Gutter Shirt","None","Sock x Charybdis","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","Caddypack","None"
1166,"None","None","None","Phase 1","None","None","None","Scablands","None","None","None","None","None","None","None","Legendary","More Holes","None","None","None","None","None","None","None","None"
1167,"Solid","League of Channel","None","Phase 1","None","None","None","Scablands","None","Round Foot","None","None","Smocker","None","Boxhead","Percussive","None","None","None","None","None","None","Amplifier","Scrapper","None"
1168,"Cap Flag","Dark Ether House","None","Phase 1","None","None","None","Scablands","None","Soapy","None","None","Smocker","None","Yawper","None","None","None","None","None","None","None","Heavy Duty Regulator","Caddypack","None"
1169,"Solid","The Forsaken","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Gutter Shirt","None","Baghead x Bincal","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
